filename,xmin,ymin,xmax,ymax,xloc,yloc,zloc
004372.txt,364,183,460,222,-8,2,30
004372.txt,396,176,487,212,-8,1,35
004373.txt,369,181,506,269,-3,1,14
004374.txt,562,174,579,189,-4,1,79
004374.txt,590,160,618,189,0,1,75
004374.txt,0,68,298,303,-9,1,12
004375.txt,0,201,386,373,-2,1,3
004375.txt,380,184,503,272,-2,1,13
004375.txt,587,173,636,218,0,1,27
004375.txt,533,172,576,208,-2,1,32
004375.txt,456,176,502,205,-6,1,36
004376.txt,664,178,690,201,4,1,49
004376.txt,939,65,1241,374,3,1,3
004376.txt,785,137,985,337,3,1,8
004376.txt,763,182,884,278,3,1,13
004376.txt,717,176,769,222,5,1,28
004376.txt,711,181,742,208,6,1,40
004377.txt,593,161,625,195,0,1,66
004377.txt,247,188,268,219,-20,2,42
004377.txt,391,186,434,211,-13,2,49
004377.txt,704,164,725,210,4,1,30
004378.txt,597,179,621,201,0,2,51
004378.txt,878,205,1241,374,2,1,3
004378.txt,752,184,1014,350,2,1,8
004378.txt,547,181,576,205,-2,1,45
004378.txt,690,181,773,245,3,1,18
004378.txt,666,176,735,232,2,1,23
004378.txt,645,177,684,209,2,1,36
004378.txt,428,183,482,203,-12,2,56
004378.txt,354,184,414,205,-17,2,56
004378.txt,730,165,749,216,4,1,26
004379.txt,245,180,278,267,-6,1,13
004379.txt,130,170,168,245,-11,1,18
004379.txt,976,199,1096,314,5,1,8
004379.txt,432,166,450,223,-5,1,23
004380.txt,723,185,756,213,7,2,39
004381.txt,0,192,169,273,-10,1,14
004381.txt,363,181,420,211,-10,1,36
004381.txt,393,177,443,207,-10,1,41
004381.txt,658,172,725,203,4,1,37
004381.txt,656,172,722,199,4,1,41
004381.txt,642,174,707,198,4,1,44
004382.txt,567,183,618,232,0,1,25
004382.txt,376,195,445,240,-7,2,26
004382.txt,504,188,546,220,-4,2,36
004382.txt,137,195,196,261,-12,2,20
004383.txt,584,177,611,203,0,1,46
004383.txt,462,177,539,241,-3,1,20
004383.txt,70,197,254,279,-9,2,16
004383.txt,319,186,378,221,-12,2,35
004383.txt,653,166,697,215,2,1,26
004384.txt,1199,130,1223,209,13,0,13
004384.txt,481,173,539,215,-3,1,27
004384.txt,735,155,778,195,6,0,31
004384.txt,674,162,713,200,4,0,35
004384.txt,585,163,616,192,0,0,42
004384.txt,332,175,375,219,-9,1,27
004384.txt,440,166,458,205,-7,1,33
004384.txt,949,147,1036,174,23,0,43
004385.txt,564,170,591,188,-1,0,58
004385.txt,453,172,547,212,-3,1,28
004386.txt,568,187,601,218,-1,2,36
004386.txt,870,177,1241,345,5,1,7
004386.txt,822,178,1183,294,5,1,10
004386.txt,733,181,932,246,5,1,17
004386.txt,793,177,1052,275,5,1,12
004387.txt,0,2,153,374,-4,1,4
004387.txt,185,183,427,286,-5,1,11
004387.txt,384,166,518,228,-4,1,22
004387.txt,424,163,522,219,-4,1,25
004387.txt,475,165,551,203,-4,1,35
004387.txt,646,155,696,203,3,1,39
004387.txt,587,173,621,204,0,1,37
004387.txt,277,155,490,260,-4,1,14
004387.txt,148,133,308,220,-14,1,28
004388.txt,69,189,318,320,-5,1,9
004388.txt,832,186,1241,374,3,1,5
004388.txt,750,179,939,298,3,1,10
004388.txt,670,171,686,203,3,1,37
004388.txt,622,152,699,192,4,1,67
004389.txt,621,159,667,263,0,1,12
004389.txt,710,157,797,242,3,1,14
004389.txt,1021,136,1066,276,5,1,9
004389.txt,1035,123,1093,300,5,1,8
004389.txt,1035,149,1090,287,5,1,8
004389.txt,586,159,606,181,0,0,69
004390.txt,454,184,526,205,-8,2,48
004391.txt,179,198,432,360,-3,1,9
004391.txt,938,192,1241,374,2,1,3
004391.txt,743,184,1021,362,2,1,7
004391.txt,686,182,827,270,2,1,13
004391.txt,353,194,487,279,-3,1,14
004391.txt,429,188,502,246,-4,1,20
004391.txt,673,182,760,242,2,1,20
004391.txt,664,180,722,225,2,1,25
004391.txt,629,178,664,203,2,1,46
004391.txt,557,181,593,196,-3,2,76
004391.txt,536,179,552,196,-6,2,71
004392.txt,0,203,212,374,-4,1,4
004392.txt,145,194,385,321,-4,1,10
004392.txt,902,194,1241,374,3,1,5
004392.txt,314,189,455,266,-4,1,15
004392.txt,761,181,977,307,3,1,10
004392.txt,484,180,535,215,-4,1,31
004392.txt,724,180,839,259,3,1,15
004392.txt,708,178,783,235,3,1,21
004392.txt,690,179,752,222,4,1,26
004392.txt,505,179,550,210,-4,1,36
004392.txt,688,178,735,214,4,1,32
004393.txt,790,163,909,210,8,1,26
004393.txt,656,163,683,186,3,0,48
004395.txt,433,201,529,274,-3,2,17
004395.txt,563,178,586,201,-3,2,63
004396.txt,585,181,624,212,0,1,31
004396.txt,532,180,569,208,-3,1,38
004396.txt,610,167,631,195,0,1,60
004397.txt,589,178,620,209,0,1,40
004397.txt,0,204,165,330,-7,1,9
004397.txt,444,167,476,191,-26,2,128
004398.txt,332,192,531,330,-2,1,9
004398.txt,960,158,982,221,10,1,20
004399.txt,453,189,509,242,-4,2,25
004400.txt,1032,151,1089,292,6,1,9
004401.txt,0,225,369,374,-2,1,4
004401.txt,727,192,943,337,2,1,9
004401.txt,250,198,470,346,-3,1,9
004401.txt,690,194,807,277,2,1,15
004401.txt,667,190,748,253,2,2,20
004401.txt,484,190,546,244,-2,2,22
004401.txt,659,177,722,238,2,2,24
004401.txt,524,189,565,224,-2,2,33
004402.txt,187,194,272,229,-16,2,31
004402.txt,349,184,399,209,-15,2,47
004402.txt,433,181,465,201,-13,2,61
004402.txt,477,157,533,195,-10,2,72
004402.txt,707,170,720,201,5,1,40
004403.txt,582,181,615,208,0,1,36
004403.txt,534,180,564,203,-3,1,45
004403.txt,595,167,616,196,0,1,59
004403.txt,385,179,417,199,-16,1,56
004404.txt,991,147,1029,217,10,0,18
004404.txt,448,173,478,195,-10,1,50
004405.txt,562,181,600,214,-1,1,33
004405.txt,828,170,1241,298,5,1,9
004405.txt,1077,158,1241,374,5,1,4
004405.txt,497,175,534,201,-5,1,42
004406.txt,0,222,157,374,-5,2,5
004406.txt,97,202,334,321,-5,1,11
004406.txt,276,195,403,272,-5,1,16
004406.txt,365,192,455,245,-6,2,22
004406.txt,879,145,1072,215,8,1,18
004406.txt,863,144,987,208,8,0,20
004406.txt,820,151,949,207,8,1,22
004406.txt,1188,126,1241,173,23,0,25
004406.txt,776,157,894,204,7,1,25
004406.txt,434,188,496,226,-5,2,29
004406.txt,673,174,739,223,3,1,23
004406.txt,663,174,712,215,3,1,29
004407.txt,590,161,635,203,0,2,56
004407.txt,174,189,291,236,-13,2,26
004408.txt,596,175,663,240,0,1,19
004408.txt,703,146,732,185,10,1,74
004409.txt,0,207,357,374,-3,1,6
004409.txt,836,161,1061,275,5,1,11
004409.txt,306,186,471,292,-3,1,12
004409.txt,440,187,525,250,-3,1,18
004409.txt,479,184,546,233,-3,1,23
004409.txt,667,177,729,230,2,1,23
004409.txt,802,163,1025,235,6,1,16
004409.txt,684,178,752,221,4,1,27
004409.txt,722,173,793,212,6,1,31
004410.txt,702,138,811,369,1,1,5
004410.txt,606,121,706,369,0,1,4
004410.txt,491,153,573,338,0,1,6
004410.txt,565,144,595,227,0,0,14
004410.txt,528,133,548,208,-1,0,18
004410.txt,560,142,578,207,-1,0,18
004410.txt,497,142,531,185,-3,0,29
004411.txt,586,188,665,254,0,1,17
004411.txt,153,181,283,240,-11,1,21
004411.txt,918,169,1068,274,6,1,12
004411.txt,687,152,775,236,3,1,20
004411.txt,428,164,456,264,-3,1,13
004411.txt,305,171,378,215,-11,1,30
004411.txt,397,174,510,229,-5,1,22
004411.txt,439,181,539,219,-4,1,28
004411.txt,482,179,554,210,-4,1,36
004411.txt,670,179,719,213,3,1,31
004411.txt,580,181,623,221,0,1,29
004411.txt,320,176,381,203,-14,1,41
004412.txt,0,205,361,373,-2,1,3
004412.txt,365,180,501,276,-2,1,12
004412.txt,588,170,641,218,0,1,24
004413.txt,701,176,721,193,9,1,64
004413.txt,443,168,499,211,-8,2,45
004414.txt,788,149,863,175,13,0,44
004414.txt,550,162,574,181,-3,0,58
004414.txt,623,160,630,180,2,0,64
004414.txt,473,167,490,189,-10,0,63
004415.txt,600,156,630,189,0,1,70
004415.txt,432,179,459,197,-16,2,72
004415.txt,672,164,683,191,4,1,50
004416.txt,543,181,577,208,-2,1,40
004417.txt,328,159,344,200,-11,0,31
004417.txt,434,164,442,194,-9,0,41
004417.txt,327,156,337,189,-16,0,42
004417.txt,960,180,1069,229,13,1,23
004417.txt,1034,183,1155,229,16,1,23
004417.txt,1097,183,1223,230,19,1,24
004417.txt,343,166,375,247,-5,1,14
004417.txt,441,158,475,248,-3,1,15
004417.txt,578,159,621,239,0,1,17
004417.txt,601,171,637,199,0,0,37
004417.txt,221,153,231,197,-16,0,30
004417.txt,967,172,979,209,18,1,35
004418.txt,1104,216,1241,374,3,1,2
004418.txt,691,167,787,233,3,1,18
004418.txt,929,159,1053,260,7,1,13
004418.txt,731,168,815,219,5,1,22
004418.txt,915,162,959,196,15,1,33
004418.txt,824,161,853,186,15,0,48
004419.txt,0,63,291,306,-9,1,10
004419.txt,954,153,1041,272,6,1,11
004419.txt,370,182,412,204,-15,2,51
004420.txt,974,193,1241,374,3,1,3
004420.txt,819,177,1093,338,3,1,8
004420.txt,785,156,922,263,4,1,14
004420.txt,784,168,837,219,7,1,25
004420.txt,790,147,849,201,10,1,37
004421.txt,603,176,645,218,0,1,28
004421.txt,266,193,462,303,-3,1,12
004421.txt,414,182,504,247,-3,1,18
004421.txt,527,174,559,198,-4,1,46
004422.txt,0,201,304,369,-3,1,3
004422.txt,991,147,1029,217,10,0,18
004422.txt,568,168,673,208,0,1,26
004422.txt,0,171,66,301,-9,1,10
004423.txt,571,170,602,192,0,0,48
004423.txt,462,173,545,212,-3,1,29
004423.txt,328,169,397,202,-12,1,38
004424.txt,136,217,447,374,-3,2,8
004424.txt,859,175,971,269,6,1,14
004424.txt,1181,159,1241,265,10,1,10
004424.txt,0,231,237,356,-7,2,11
004424.txt,0,238,63,330,-11,2,13
004424.txt,1130,164,1241,239,13,1,16
004424.txt,1085,156,1155,212,18,1,25
004425.txt,803,154,853,266,3,1,10
004425.txt,396,158,485,278,-2,1,11
004425.txt,565,157,594,182,-1,0,45
004425.txt,702,153,720,215,2,0,19
004425.txt,273,152,398,321,-3,1,8
004425.txt,613,129,663,191,1,0,32
004426.txt,0,202,117,374,-5,1,4
004426.txt,330,172,418,301,-3,1,11
004426.txt,396,176,462,293,-2,1,11
004426.txt,351,188,460,250,-5,1,20
004426.txt,495,174,521,227,-3,1,25
004426.txt,486,182,536,211,-5,1,39
004426.txt,638,175,672,203,2,1,41
004426.txt,1130,154,1241,374,2,1,0
004427.txt,317,181,397,237,-7,1,20
004427.txt,411,179,447,200,-13,2,54
004428.txt,196,103,467,296,-4,1,12
004428.txt,436,175,545,229,-3,1,20
004428.txt,552,166,567,216,-1,1,27
004429.txt,624,175,644,188,2,1,81
004429.txt,671,169,691,187,8,1,80
004430.txt,287,213,598,374,-2,1,7
004430.txt,1082,166,1240,285,8,1,11
004430.txt,156,221,388,345,-5,2,11
004430.txt,1,225,122,308,-13,2,17
004431.txt,249,177,358,212,-12,1,29
004431.txt,552,167,611,195,-2,1,53
004431.txt,853,167,872,224,7,1,21
004431.txt,594,175,646,199,0,1,47
004432.txt,388,187,612,284,-1,1,12
004432.txt,294,170,533,271,-3,1,14
004432.txt,107,189,172,226,-19,2,30
004433.txt,0,191,290,339,-5,1,8
004433.txt,219,185,387,279,-5,1,13
004433.txt,757,179,971,311,3,1,10
004433.txt,473,177,529,203,-6,1,42
004433.txt,669,172,686,205,3,1,36
004433.txt,609,153,687,193,3,1,66
004434.txt,618,171,669,222,1,1,23
004434.txt,0,207,242,374,-3,1,4
004434.txt,356,190,479,266,-4,1,15
004434.txt,482,177,537,214,-4,1,31
004435.txt,598,175,630,205,0,1,41
004435.txt,660,162,713,193,7,1,73
004435.txt,22,198,181,264,-13,2,19
004435.txt,202,204,236,230,-17,2,31
004435.txt,316,189,363,215,-16,2,43
004435.txt,420,170,451,200,-16,2,70
004436.txt,596,175,663,239,0,1,19
004436.txt,719,129,784,200,8,1,44
004436.txt,711,143,751,194,9,1,56
004436.txt,365,179,378,216,-10,1,31
004438.txt,485,190,542,236,-3,2,26
004438.txt,651,192,676,219,3,2,45
004439.txt,686,175,787,266,2,1,13
004439.txt,378,187,520,279,-2,1,14
004439.txt,618,172,648,192,1,1,58
004440.txt,427,178,520,253,-3,1,17
004440.txt,719,176,833,263,3,1,14
004440.txt,680,178,765,243,2,1,18
004440.txt,482,144,553,220,-3,1,27
004440.txt,621,169,647,194,1,1,57
004440.txt,781,179,1072,359,3,1,8
004441.txt,50,198,422,374,-3,1,7
004441.txt,566,179,585,194,-3,2,74
004442.txt,0,70,149,374,-4,1,2
004442.txt,156,212,423,344,-4,2,11
004442.txt,425,195,459,300,-3,2,13
004442.txt,481,201,513,284,-2,2,15
004442.txt,487,196,515,280,-2,2,16
004442.txt,609,202,665,255,0,2,24
004442.txt,1152,190,1241,241,19,2,23
004443.txt,0,154,204,373,-2,1,4
004443.txt,296,161,379,346,-2,1,7
004443.txt,241,168,308,343,-3,1,7
004443.txt,270,180,437,290,-4,1,12
004443.txt,462,163,500,247,-2,1,16
004443.txt,671,158,694,225,2,1,19
004443.txt,527,168,543,215,-2,1,27
004443.txt,535,166,551,214,-2,1,27
004444.txt,770,182,1170,374,2,1,6
004444.txt,695,182,845,290,2,1,12
004444.txt,670,168,707,196,5,1,48
004444.txt,563,178,586,200,-2,1,49
004445.txt,580,146,631,207,0,2,46
004445.txt,405,187,435,204,-17,2,67
004446.txt,497,183,547,222,-3,1,29
004446.txt,0,186,378,374,-3,1,6
004446.txt,361,184,387,222,-10,2,31
004447.txt,572,173,615,212,0,1,32
004447.txt,0,210,241,375,-4,1,5
004447.txt,0,187,217,283,-8,1,12
004447.txt,216,183,400,284,-5,1,12
004447.txt,279,169,381,233,-8,1,22
004447.txt,404,153,491,238,-4,1,20
004447.txt,438,150,518,226,-4,1,25
004447.txt,356,183,416,219,-8,1,28
004447.txt,494,172,535,205,-5,1,40
004447.txt,516,178,544,199,-5,1,51
004447.txt,530,164,557,194,-5,0,64
004447.txt,169,182,286,233,-11,1,22
004448.txt,494,182,557,224,-3,1,28
004449.txt,426,159,513,306,-1,1,8
004450.txt,1040,168,1241,257,10,1,13
004450.txt,567,171,622,227,0,2,35
004450.txt,0,231,111,293,-16,3,20
004450.txt,666,194,766,233,4,2,29
004450.txt,479,187,511,202,-8,2,53
004450.txt,481,168,506,198,-9,2,59
004451.txt,322,193,436,282,-4,1,14
004451.txt,437,184,465,214,-8,2,40
004451.txt,530,182,556,203,-5,2,59
004452.txt,0,176,467,374,-2,1,5
004452.txt,883,204,1241,374,2,1,4
004452.txt,619,168,672,209,1,1,31
004452.txt,771,176,845,241,5,1,18
004453.txt,556,179,607,212,-1,1,34
004454.txt,563,171,629,231,0,1,21
004454.txt,225,0,537,296,-3,1,17
004454.txt,508,178,551,209,-3,1,32
004455.txt,970,0,1241,374,3,1,4
004455.txt,538,172,579,205,-2,1,35
004455.txt,451,165,479,191,-9,1,48
004456.txt,676,105,878,262,3,1,19
004456.txt,314,187,374,215,-15,2,43
004457.txt,458,170,537,239,-3,1,23
004457.txt,536,178,566,205,-3,2,47
004458.txt,86,190,388,374,-3,1,7
004458.txt,354,185,490,279,-3,1,14
004458.txt,476,182,532,219,-4,1,30
004458.txt,531,174,553,192,-5,1,56
004459.txt,554,172,616,234,0,1,21
004459.txt,97,167,159,198,-27,1,40
004459.txt,773,175,786,205,9,1,40
004460.txt,576,179,604,207,-1,2,45
004460.txt,363,163,442,202,-23,2,84
004461.txt,587,172,641,219,0,1,25
004461.txt,480,168,518,200,-5,1,39
004462.txt,0,143,96,374,-6,1,5
004462.txt,0,180,251,344,-6,1,7
004462.txt,0,170,336,300,-6,1,10
004462.txt,258,173,442,239,-6,1,18
004462.txt,677,184,758,244,2,1,19
004462.txt,775,190,1092,374,2,1,7
004462.txt,404,178,513,218,-6,1,30
004463.txt,117,189,418,370,-3,1,7
004463.txt,508,163,585,233,-1,1,18
004463.txt,500,167,560,216,-2,1,24
004463.txt,593,166,631,203,0,0,29
004464.txt,500,174,553,224,-3,2,31
004465.txt,602,174,624,190,0,1,65
004466.txt,0,203,134,356,-7,1,7
004466.txt,280,183,353,267,-6,1,15
004466.txt,611,178,634,201,0,1,51
004466.txt,466,182,514,211,-6,2,41
004466.txt,491,174,534,206,-6,2,45
004466.txt,656,175,681,199,3,1,49
004467.txt,427,193,516,257,-3,2,19
004467.txt,513,185,554,222,-3,2,35
004467.txt,541,187,568,212,-3,2,46
004467.txt,563,183,594,202,-2,2,61
004468.txt,563,188,700,275,0,1,14
004468.txt,653,188,807,291,2,1,12
004468.txt,0,193,581,374,-2,1,5
004468.txt,654,186,752,244,2,1,20
004468.txt,727,186,784,226,5,1,27
004468.txt,801,162,837,203,13,1,48
004468.txt,785,181,819,209,10,1,39
004469.txt,349,159,411,310,-2,1,8
004470.txt,162,159,230,298,-5,1,9
004471.txt,632,131,694,202,3,1,41
004471.txt,173,178,252,213,-19,1,35
004471.txt,235,180,305,207,-18,1,40
004471.txt,296,179,353,202,-18,1,48
004472.txt,501,173,616,258,0,1,14
004472.txt,780,169,951,297,3,1,11
004472.txt,545,176,647,236,0,1,19
004472.txt,739,178,785,213,6,1,32
004473.txt,303,188,474,304,-3,1,11
004473.txt,537,178,569,205,-3,1,42
004473.txt,299,176,344,204,-20,2,51
004473.txt,565,161,589,193,-3,2,79
004473.txt,591,178,631,218,0,1,31
004474.txt,161,158,351,373,-2,1,4
004474.txt,111,176,183,341,-5,1,8
004474.txt,372,160,437,327,-2,1,8
004474.txt,151,180,211,351,-4,1,7
004474.txt,308,167,385,325,-3,1,8
004474.txt,311,178,456,277,-3,1,13
004474.txt,478,163,510,234,-2,1,19
004474.txt,538,169,552,215,-2,1,27
004474.txt,548,166,564,214,-1,1,27
004475.txt,651,168,682,194,3,0,46
004475.txt,585,176,636,220,0,1,25
004475.txt,671,167,702,185,7,0,65
004476.txt,609,130,671,205,1,1,39
004476.txt,0,188,115,231,-21,2,28
004476.txt,175,186,242,214,-21,2,38
004476.txt,223,184,283,209,-21,2,43
004476.txt,273,181,316,205,-21,2,49
004476.txt,302,181,339,201,-21,2,54
004477.txt,167,179,240,207,-21,1,38
004477.txt,66,156,157,204,-27,1,40
004477.txt,574,171,624,221,0,1,26
004478.txt,0,158,132,320,-9,1,10
004478.txt,192,180,337,257,-8,1,18
004478.txt,354,182,434,223,-8,1,27
004478.txt,708,150,743,184,13,1,82
004478.txt,421,173,477,213,-7,1,34
004478.txt,456,181,498,208,-7,1,39
004478.txt,474,176,518,206,-6,1,44
004479.txt,0,183,29,279,-15,2,15
004479.txt,838,174,954,249,6,1,16
004479.txt,933,178,1078,245,8,1,16
004479.txt,0,179,159,236,-19,2,26
004479.txt,0,187,85,250,-18,2,21
004479.txt,89,163,239,222,-20,2,32
004479.txt,144,166,274,217,-20,2,37
004479.txt,509,163,571,198,-6,2,62
004480.txt,592,175,615,197,0,1,56
004480.txt,622,160,653,190,2,1,76
004480.txt,311,167,359,209,-18,2,49
004480.txt,306,185,367,218,-14,2,37
004480.txt,361,176,401,203,-18,2,59
004481.txt,574,171,627,221,0,1,25
004481.txt,0,158,345,375,-4,1,7
004481.txt,217,183,350,245,-8,1,19
004481.txt,389,182,479,238,-4,1,20
004481.txt,463,150,530,214,-4,1,31
004481.txt,515,175,549,204,-4,1,43
004481.txt,0,194,51,269,-12,1,13
004482.txt,524,142,592,302,0,1,8
004483.txt,34,192,355,340,-5,1,10
004483.txt,276,169,400,336,-3,1,8
004483.txt,766,152,808,231,4,1,18
004483.txt,457,181,529,220,-4,1,28
004483.txt,665,175,715,213,3,1,30
004484.txt,663,147,721,185,8,1,75
004484.txt,0,191,134,325,-9,2,10
004484.txt,220,188,346,252,-8,1,19
004484.txt,314,186,400,234,-8,1,25
004484.txt,453,179,495,206,-8,2,44
004484.txt,847,156,869,195,11,1,33
004485.txt,586,174,612,200,0,1,48
004485.txt,0,122,286,246,-19,2,23
004485.txt,760,147,806,253,3,1,13
004486.txt,480,170,537,212,-3,1,25
004486.txt,0,194,365,374,-3,1,6
004486.txt,151,170,345,235,-9,1,18
004486.txt,457,164,524,188,-8,1,48
004487.txt,728,148,918,291,3,1,11
004487.txt,470,185,512,254,-2,1,14
004487.txt,436,186,479,254,-2,1,14
004487.txt,354,165,384,258,-4,1,14
004487.txt,343,164,380,253,-5,1,15
004488.txt,35,74,429,341,-4,1,10
004488.txt,400,177,528,239,-3,1,18
004488.txt,522,162,548,230,-2,1,19
004488.txt,542,168,562,222,-2,1,23
004488.txt,834,160,884,204,10,1,29
004488.txt,1090,160,1219,199,21,1,28
004489.txt,818,177,1129,274,6,1,12
004489.txt,0,177,211,255,-11,1,15
004490.txt,124,191,253,244,-13,2,23
004490.txt,258,187,327,217,-17,2,39
004491.txt,763,186,1007,348,2,1,8
004491.txt,545,165,609,218,-1,1,27
004491.txt,702,167,759,219,4,1,26
004491.txt,390,175,531,223,-4,1,23
004492.txt,0,108,177,374,-3,1,2
004492.txt,800,183,1040,349,3,1,8
004492.txt,0,106,108,298,-11,1,10
004492.txt,794,149,922,259,4,1,13
004492.txt,583,161,627,208,0,1,33
004492.txt,819,129,1015,203,11,1,27
004492.txt,421,175,478,210,-7,1,32
004492.txt,712,167,773,201,6,1,34
004492.txt,647,148,678,182,4,0,61
004492.txt,757,163,820,200,8,1,34
004492.txt,608,137,638,184,1,0,58
004492.txt,217,175,302,211,-16,1,33
004492.txt,124,179,200,211,-20,1,33
004493.txt,0,184,205,330,-6,1,8
004493.txt,0,192,302,301,-6,1,10
004493.txt,798,176,961,242,6,1,17
004493.txt,635,182,689,219,2,1,29
004493.txt,247,186,406,251,-7,1,18
004493.txt,346,186,474,230,-6,1,25
004493.txt,616,180,655,208,1,1,39
004494.txt,542,168,571,195,-2,0,42
004494.txt,350,169,486,223,-6,1,24
004494.txt,328,170,397,203,-12,1,38
004495.txt,537,181,562,204,-4,2,47
004496.txt,0,183,325,329,-5,1,8
004496.txt,752,187,909,294,3,1,11
004496.txt,199,186,423,259,-6,1,15
004496.txt,327,181,468,235,-6,1,20
004496.txt,360,181,504,231,-5,1,22
004496.txt,377,180,504,226,-5,1,25
004496.txt,717,179,818,258,3,1,16
004496.txt,680,184,729,221,3,1,30
004496.txt,432,181,528,222,-4,1,27
004496.txt,652,167,680,198,4,1,57
004496.txt,513,179,573,199,-5,1,54
004497.txt,205,190,388,242,-8,1,20
004498.txt,568,140,627,212,0,2,41
004498.txt,384,189,422,211,-15,2,54
004499.txt,346,168,372,255,-5,1,14
004499.txt,1133,162,1241,294,7,1,9
004499.txt,0,184,124,318,-8,1,8
004499.txt,759,162,860,205,8,1,32
004499.txt,1113,126,1241,201,28,1,29
004499.txt,704,174,730,194,8,1,54
004499.txt,563,177,590,196,-2,1,58
004499.txt,518,177,551,196,-6,1,58
004500.txt,0,212,149,374,-5,1,5
004500.txt,0,200,134,300,-9,1,11
004500.txt,113,189,276,255,-10,1,18
004500.txt,652,177,686,206,2,1,35
004500.txt,611,171,648,200,1,1,43
004500.txt,668,172,696,197,4,1,46
004500.txt,917,157,1008,188,17,0,35
004500.txt,885,156,964,186,17,0,39
004501.txt,582,179,624,219,0,1,31
004501.txt,947,150,1057,293,5,1,10
004501.txt,498,149,555,210,-5,2,50
004501.txt,384,191,427,215,-13,2,48
004502.txt,31,199,135,230,-27,2,38
004503.txt,465,163,515,209,-4,0,24
004503.txt,933,154,968,224,9,1,19
004503.txt,949,156,971,224,10,1,19
004503.txt,1193,156,1223,224,19,1,19
004503.txt,515,169,554,185,-6,0,69
004504.txt,676,176,720,211,3,1,30
004504.txt,942,168,1010,196,19,1,38
004504.txt,994,158,1076,200,19,1,33
004505.txt,652,191,683,219,3,2,40
004506.txt,335,182,479,281,-3,1,13
004506.txt,138,175,220,217,-20,2,34
004506.txt,527,151,571,204,-4,2,49
004506.txt,402,179,427,195,-20,2,75
004506.txt,584,176,623,215,0,1,32
004507.txt,437,184,507,207,-9,2,50
004508.txt,439,142,506,302,-1,1,8
004509.txt,321,158,396,307,-2,1,8
004510.txt,517,161,739,371,0,1,7
004510.txt,377,185,417,205,-15,2,52
004510.txt,333,187,373,208,-18,2,51
004510.txt,424,181,463,201,-12,2,53
004510.txt,948,174,1086,218,15,1,27
004510.txt,340,182,445,217,-10,2,33
004511.txt,576,176,662,254,0,1,16
004511.txt,65,196,353,346,-4,1,8
004511.txt,56,185,269,278,-8,1,13
004511.txt,358,183,475,253,-4,1,17
004511.txt,428,117,541,225,-4,1,28
004511.txt,534,148,570,196,-4,0,64
004511.txt,0,187,54,262,-12,1,13
004511.txt,213,183,310,225,-12,1,25
004512.txt,267,163,304,265,-6,1,13
004512.txt,766,163,810,238,4,1,18
004512.txt,726,164,747,223,4,1,22
004513.txt,468,166,547,243,-2,1,19
004513.txt,745,186,798,297,2,1,11
004513.txt,200,197,444,364,-3,1,8
004513.txt,688,183,757,231,3,1,23
004513.txt,552,174,584,202,-2,1,41
004513.txt,684,179,734,219,3,1,28
004513.txt,674,179,714,211,4,1,35
004513.txt,665,178,699,206,3,1,40
004514.txt,253,143,328,309,-3,1,8
004515.txt,0,184,111,231,-20,1,25
004515.txt,9,195,402,374,-3,1,7
004515.txt,525,178,560,206,-3,1,42
004515.txt,557,180,577,198,-3,2,63
004515.txt,588,179,634,224,0,1,28
004515.txt,1167,197,1241,291,11,2,13
004516.txt,689,177,809,264,2,1,14
004516.txt,793,186,1101,374,2,1,7
004516.txt,674,175,746,234,2,1,21
004516.txt,414,182,495,237,-4,1,21
004516.txt,456,173,517,224,-4,1,26
004516.txt,653,175,702,216,2,1,29
004516.txt,942,199,1241,374,2,1,2
004516.txt,491,178,537,218,-4,1,32
004516.txt,534,181,557,196,-6,2,67
004517.txt,573,173,610,207,0,1,36
004517.txt,0,197,303,375,-4,1,6
004517.txt,73,176,266,270,-8,1,14
004517.txt,321,184,451,259,-4,1,15
004517.txt,287,182,386,230,-8,1,23
004517.txt,440,183,506,225,-4,1,25
004517.txt,463,178,511,212,-5,1,33
004517.txt,190,176,295,228,-12,1,24
004518.txt,1063,164,1241,289,8,1,10
004518.txt,0,125,340,374,-4,1,6
004518.txt,808,157,1007,240,6,1,16
004518.txt,776,150,1004,227,7,1,18
004518.txt,234,183,427,316,-4,1,11
004518.txt,358,181,472,258,-4,1,17
004518.txt,553,126,673,219,0,1,32
004519.txt,531,183,554,200,-5,1,57
004519.txt,581,179,677,254,0,1,17
004519.txt,28,196,282,323,-6,1,10
004519.txt,0,166,197,267,-11,1,15
004519.txt,251,189,372,260,-6,1,16
004519.txt,483,181,533,227,-3,1,26
004519.txt,227,184,317,230,-11,1,25
004519.txt,284,171,350,215,-13,1,34
004519.txt,414,183,447,207,-11,1,45
004519.txt,440,169,467,201,-13,1,61
004519.txt,481,162,515,201,-7,1,51
004520.txt,964,150,1241,374,3,1,2
004520.txt,0,215,223,374,-4,1,4
004520.txt,679,182,805,267,2,1,14
004520.txt,399,190,483,246,-4,1,20
004520.txt,643,183,701,229,2,1,24
004520.txt,456,182,514,227,-5,2,30
004520.txt,494,184,529,212,-5,2,43
004520.txt,563,180,570,198,-4,2,76
004521.txt,563,154,624,320,0,1,7
004522.txt,568,179,593,199,-2,2,56
004523.txt,493,178,536,214,-4,2,37
004524.txt,451,179,463,210,-8,1,38
004525.txt,52,179,155,215,-21,1,31
004525.txt,0,153,63,210,-27,1,32
004525.txt,358,172,387,190,-22,1,67
